0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0
-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,-9.08e-06,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5
-0.5,0,0,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.5,0,-9.08e-06,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.5,0,0,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.5,0,-9.08e-06,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.5,0,0,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.5,0,-9.08e-06,0,0,0,-1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.5,0,0,0,-9.08e-06,0,-1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-9.08e-06,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,-9.08e-06,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-9.08e-06,0,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,-9.08e-06,0,-1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-9.08e-06,0,0,0,-1
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,-9.08e-06,0
0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-9.08e-06,0,-9.08e-06
0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-9.08e-06,0
